Nombre y Apellidos / Izen-abizenak,Vecindad / Non bizi zen,Lugar Muerte / Non hil zuten,Fecha / Data,Modo / Nola hil zuten
"Hernandez Bravo, Jose Maria",Bilbo,Hospital Civil,1937-03-31,Muerto frente / Frontean hila
"Hernandez Brochado, Ricardo",Bilbo,Hospital Luxua,1937-06-03,Muerto frente / Frontean hila
"Hernandez Cerdan, Alberto",Donostia,Zumarraga,1936-09-18,Muerto frente / Frontean hila
"Hernandez Crespo, Jose",Barakaldo,Markina,1936-09-23,Muerto frente / Frontean hila
"Hernandez Encina, Jose",,,,Muerto frente / Frontean hila
"Hernandez Fernandez, Fernando",,Otxandio,1937-04-04,Muerto frente / Frontean hila
"Hernandez Garcia, Victor",,,,Muerto frente / Frontean hila
"Hernandez Gonzalez, Claudio",Tolosa,,1937-09-24,Fusilado / Fusilatua
"Hernandez Gonzalez, Manuel",,,,Muerto frente / Frontean hila
"Hernandez Goya, Francisco",Bilbo,Burgos,1938-10-03,Fusilado / Fusilatua
"Hernandez Gurruchaga, Manuel",,Hospital Pasionistas,1937-05-12,Muerto frente / Frontean hila
"Hernandez Gutierrez, Juan",,,1937-05-13,Muerto frente / Frontean hila
"Hernandez Hernaez, Santos",Eltziego,Eltziego,1937-10-22,Otras circunstancias / Beste batzuk
"Hernandez Hernandez, Enrique",,Frente Gipuzkoa,1936-08-01,Muerto frente / Frontean hila
"Hernandez Ibañez De Garayo, Manuel",Gasteiz,Azazeta,1937-03-31,Fusilado / Fusilatua
"Hernandez Juan, Marcelino",Bilbo,Bilbo,1937-09-04,Fusilado / Fusilatua
"Hernandez Lopez, Arturo",Barakaldo,Cestafe,1936-12-03,Muerto frente / Frontean hila
"Hernandez Lopez, Perfecto",,,1937-05-01,Muerto frente / Frontean hila
"Hernandez Lopez, Teofilo",Bilbo,Legutio,1936-12-02,Muerto frente / Frontean hila
"Hernandez Martin, Julian",Bilbo,Bilbo,1937-10-29,Fusilado / Fusilatua
"Hernandez Martinez, David",Portugalete,Baranbio,1936-12-07,Muerto frente / Frontean hila
"Hernandez Martinez, Juan",Bilbo,Hospital Basurto,1937-05-10,Muerto frente / Frontean hila
"Hernandez Mate, Natividad",Tolosa,Donostia,1940-07-29,Fusilado / Fusilatua
"Hernandez Melero, Juan",Erandio,Otxandio,1937-03-31,Muerto frente / Frontean hila
"Hernandez Mendizabal, Ignacio Pablo",Donostia,Pasaia-Galdames,1937-03-05,Fusilado / Fusilatua
"Hernandez Mendizabal, Jose Antonio",Donostia,Pasaia-Galdames,1937-03-05,Fusilado / Fusilatua
"Hernandez Merino, Nemesio",Bilbo,Barazar,1937-04-07,Muerto frente / Frontean hila
"Hernandez Moriñigo, Nicolas",Donostia,Ubidea,1937-02-05,Muerto frente / Frontean hila
"Hernandez Muñoz, Maximo",Valladolid,Irun,1936-08-29,Muerto frente / Frontean hila
"Hernandez Opez, Arturo",Barakaldo,Ubidea,1936-12-03,Muerto frente / Frontean hila
"Hernandez Ostolaza, Tomas",Donostia,Lemoa,1937-06-03,Muerto frente / Frontean hila
"Hernandez Pereda, Victor",,,,Muerto frente / Frontean hila
"Hernandez Perez, Aurelio",Abanto,Legutio,1936-12-02,Muerto frente / Frontean hila
"Hernandez Pina, Juan",Basauri,Eibar,1937-04-19,Muerto frente / Frontean hila
"Hernandez Puentes, Luis",Madrid,Kanpazar,1936-10-04,Muerto frente / Frontean hila
"Hernandez Ramirez, Domingo",Donostia,Donostia,1936-09-22,Fusilado / Fusilatua
"Hernandez Ranero, Benito",Tolosa,Lemoa,1937-06-10,Muerto frente / Frontean hila
"Hernandez Ranero, Constantino",Tolosa,Jaizkibel (Lezo),1936-09-10,Muerto frente / Frontean hila
"Hernandez Ranero, Lucio",Tolosa,Donostia,1936-08-14,Muerto frente / Frontean hila
"Hernandez Rico, Felipe",Portugalete,Arraiz,1937-06-22,Muerto frente / Frontean hila
"Hernandez Ruidiaz, Manuel",Bilbo,Muxika,1937-04-29,Muerto frente / Frontean hila
"Hernandez Sainz, Mariano",Bilbo,,1937-05-07,Muerto frente / Frontean hila
"Hernandez Sancha, Mariano",Valladolid,Olaeta,1937-04-04,Muerto frente / Frontean hila
"Hernandez Sanchez, Arsenio",Donostia,Donostia,1938-08-30,Fusilado / Fusilatua
"Hernandez Souza, Francisco",Bilbo,Burgos,1938-10-03,Fusilado / Fusilatua
"Hernandez Tabera, Joaquin",Gasteiz,La Puebla Arg.,1936-12-14,Fusilado / Fusilatua
"Hernandez Urkia, Jose",Donostia,Lasarte,,Fusilado / Fusilatua
"Hernandez Vazquez, Miguel",,,,Muerto frente / Frontean hila
"Hernandez, Leandro",Durango,Durango,1937-03-31,Bombardeo / Bonbardaketan hila
"Hernando Abad, Andres",Bilbo,Olaeta,1937-04-02,Muerto frente / Frontean hila
"Hernando Arnaiz, Julio",Bilbo,Otxandio,1937-04-04,Muerto frente / Frontean hila
"Hernando Baltasar, Francisco",,,,Muerto frente / Frontean hila
"Hernando Barriuso, Pedro",Santurtzi,Hospital Civil,1937-06-12,Muerto frente / Frontean hila
"Hernando Blanco, Victoriano",Santurtzi,Ubidea,1936-11-30,Muerto frente / Frontean hila
"Hernando Elizari, Jesus",Barakaldo,Legutio,1936-12-02,Muerto frente / Frontean hila
"Hernando Hergueta, Mariano",Burgos,Lantaron,1936-07-23,Fusilado / Fusilatua
"Hernando Hernando, Bartolome",,Fika,1937-06-11,Muerto frente / Frontean hila
"Hernando Lopez, Arturo",Barakaldo,Cestafe,1936-12-01,Muerto frente / Frontean hila
"Hernando Macarron, Miguel",,,,Muerto frente / Frontean hila
"Hernando Perez, Exuperio",Gasteiz,Eibar,1936-10-31,Muerto frente / Frontean hila
"Hernando Riaño, Felix",,Sollube,1937-05-17,Muerto frente / Frontean hila
"Hernando Rico, Casimiro",Bilbo,Zalla,1937-06-22,Muerto frente / Frontean hila
"Hernando Salaverria, Saturnino",Izarra,Otxandio,1936-07-22,Bombardeo / Bonbardaketan hila
"Hernando, Francisco",,Elorrio,1937-04-21,Muerto frente / Frontean hila
"Herran Barturen, Luis",Bilbo,Hospital Civil,1937-06-14,Muerto frente / Frontean hila
"Herran Cabero, Pedro",,Zornotza,1937-05-16,Muerto frente / Frontean hila
"Herran Galarza, Pedro",Karrantza,Gorbea,1937-04-10,Muerto frente / Frontean hila
"Herranz Bueno, Antonio",Portugalete,Bilbo,1937-09-11,Fusilado / Fusilatua
"Herranz Pascual, Jesus",Bilbo,Legutio,1936-12-02,Muerto frente / Frontean hila
"Herranz Salazar, Felix",Santurtzi,Bilbo,1937-12-13,Fusilado / Fusilatua
"Herrera Canabal, Manuel",Portugalete,Gernika,1937-04-29,Muerto frente / Frontean hila
"Herrera Menta, Enrique",Donostia,Tolosa,1936-09-20,Fusilado / Fusilatua
"Herrera, Andres",,Hospital Barakaldo,1937-06-14,Muerto frente / Frontean hila
"Herrero Aguirre, Luis",Donostia,Barazar,1937-04-07,Muerto frente / Frontean hila
"Herrero Albert, Juan",,Renteria,1936-07-28,Muerto frente / Frontean hila
"Herrero Antruejo, Manuel",Sestao,Bilbo,1937-12-14,Fusilado / Fusilatua
"Herrero Barrio, Manuel",Santander,Hospital Lanestosa,1937-02-22,Muerto frente / Frontean hila
"Herrero Breigas, Luciano",Bilbo,Bilbo,1938-03-12,Fusilado / Fusilatua
"Herrero Cerdan, Cesareo",Villaba,Durango,1936-10-07,Muerto frente / Frontean hila
"Herrero De Diego, Benjamin",Tolosa,Oiartzun,1936-09-04,Fusilado / Fusilatua
"Herrero Estella, Edilberto",Bilbo,Bilbo,1937-09-11,Fusilado / Fusilatua
"Herrero Fraulin, Antonio",Elorrio,Otxandio,1937-04-04,Muerto frente / Frontean hila
"Herrero Gonzalez, Avelino",,,,Muerto frente / Frontean hila
"Herrero Grande, Fausto",Valladolid,Nafarrete,1936-12-21,Muerto frente / Frontean hila
"Herrero Ibeas, Luis",Bilbo,Larrabetzu,1937-06-13,Muerto frente / Frontean hila
"Herrero Lazaro, Eliseo",Barakaldo,Asturias,1936-11-13,Muerto frente / Frontean hila
"Herrero Mar, Juan",Bilbo,Zornotza,1936-12-02,Muerto frente / Frontean hila
"Herrero Martin, Ceferino",Santander,Bermeo,1937-05-03,Muerto frente / Frontean hila
"Herrero Panizo, Mateo",,,,Muerto frente / Frontean hila
"Herrero Perez, Luis",Gasteiz,Donostia,1936-08-24,Muerto frente / Frontean hila
"Herrero Rubio, Primitivo",Gasteiz,Gasteiz,1936-09-06,Fusilado / Fusilatua
"Herreros Viriga, Luciano",Algorta,Bilbo,1938-03-11,Fusilado / Fusilatua
"Hervas Ortega, Abundio",Deustu,Prision Deustu,1938-10-16,Fusilado / Fusilatua
"Hevia Garcia, Rufino",,Hospital Barakaldo,1937-06-06,Muerto frente / Frontean hila
"Hevia Gonzalez, Jose",Asturias,Otxandio,1937-04-12,Muerto frente / Frontean hila
"Hidalgo Balseras, Jose Maria",Quintana De La Serena,Prision Orduña,1941-04-03,Muerto prisión / Espetxean hila
"Hidalgo Gonzalez, David",,Hospital Basurto,1937-04-30,Muerto frente / Frontean hila
"Hidalgo Hidalgo, Francisco",Ortuella,Gernika,1937-04-29,Muerto frente / Frontean hila
"Hidalgo Santidrian, Felix",Santurtzi,Sabigain,1937-04-14,Muerto frente / Frontean hila
"Hierro Aparicio, Santiago",Bilbo,Bilbo,,Fusilado / Fusilatua
"Hierro Fernandez, Bernardo",Caniego,Ipistikarriaga,1937-04-20,Muerto frente / Frontean hila
"Hierro Garcia, Leandro",Gasteiz,Gasteiz,1936-12-09,Fusilado / Fusilatua
"Hierro Llano, Jose",Arcedo,Aramaio,1937-03-30,Muerto frente / Frontean hila
"Hierro Martinez, Juan",Castro Urdiales,,,Desaparecido / Desagertua
"Hierro Pinedo, Benigno",,,,Muerto frente / Frontean hila
"Hierro Vivanco, Salvador",Bilbo,El Carmelo,1939-05-07,Fusilado / Fusilatua
"Hieyte Ventosa, Vicente",Bilbo,Zornotza,1937-05-13,Muerto frente / Frontean hila
"Higal Esperanza, Bernardo",Bilbo,Barazar,1937-04-06,Muerto frente / Frontean hila
"Higuera Ahedo, Agustin",Bilbo,Bilbo,1938-03-15,Fusilado / Fusilatua
"Hijosa Ibañez, Gaudencio",Gueñes,Bilbo,1937-10-28,Fusilado / Fusilatua
"Hilario, Cecilio",,Gernika,1937-04-25,Muerto frente / Frontean hila
"Hillana Gonzalez, Angel",San Salvador,Bilbo,1938-03-11,Fusilado / Fusilatua
"Holgado Mateos, Francisco",Bilbo,Aramaio,1937-04-01,Muerto frente / Frontean hila
"Holgado Sanchez, Francisco",Beasain,Aramaio,1937-03-31,Muerto frente / Frontean hila
"Hope Dolby Deogels, Beryl Mari",Getxo,Getxo,1936-10-26,Bombardeo / Bonbardaketan hila
"Hormaeche Elgorriaga, Claudio",Lezama,Galdakao,1937-04-10,Bombardeo / Bonbardaketan hila
"Hormilla Olarte, Justo",Portugalete,Ondarroa,1936-10-10,Muerto frente / Frontean hila
"Hortiguella Fernandez De Retana, Sabina",Bilbo,Bilbo,1936-09-25,Bombardeo / Bonbardaketan hila
"Hoyo Buron, Lorenzo",Bilbo,Bilbo,1938-03-12,Fusilado / Fusilatua
"Hoyos Aguirre, Alfredo Vicente",Geñes,Hospital Zornotza,1937-01-31,Muerto frente / Frontean hila
"Hoyos, Virginia",Durango,Durango,1937-03-31,Bombardeo / Bonbardaketan hila
"Hoz-Ortiz Gutierrez, Francisco",Bilbo,Bilbo,1937-12-17,Fusilado / Fusilatua
"Huarte Mendizabal, Jesus",Sestao,Zornotza,1936-12-03,Muerto frente / Frontean hila
"Huegun Huegun, Jose Maria",Getaria,Donostia,1939-12-12,Fusilado / Fusilatua
"Huegun Ostolaza, Jose Lorenzo",Aia,Donostia,1939-11-25,Fusilado / Fusilatua
"Huergo Lasarte, Carlos",Barakaldo,Hospital Barakaldo,1937-04-08,Muerto frente / Frontean hila
"Huergo Tofe, Victoria",Beasain,Beasain,1936-07-28,Fusilado / Fusilatua
"Huerta Hernando, Jose",,,,Muerto frente / Frontean hila
"Huete Campos, Esteban",Orduña,Bilbo,1937-12-16,Fusilado / Fusilatua
"Huget, Bautista",Durango,Durango,1937-03-31,Bombardeo / Bonbardaketan hila
"Huguer, Berta",Sestao,Bilbo,,Fusilado / Fusilatua
"Huidobro Corral, Gregorio",Ovilla ,Ipistikarriaga,1937-04-20,Muerto frente / Frontean hila
"Hurtado Beraza, Fidel",Barakaldo,,1936-07-26,Fusilado / Fusilatua
"Hurtado Cerrato, Jose",Don Benito,Prision Orduña,1940-01-20,Muerto prisión / Espetxean hila
"Hurtado Rodriguez, Jose",Galdames,Hospital Civil,1936-12-04,Muerto frente / Frontean hila
"Hurtado Tellaeche, Primitiva",Barakaldo,Barakaldo,1937-06-18,Bombardeo / Bonbardaketan hila
"Hurtado Zabala, Feliciano",Abanto,Ubidea,1936-10-08,Muerto frente / Frontean hila
"Husillos Abad, Alfredo",Sestao,Ubidea,1936-12-04,Muerto frente / Frontean hila
"Ibaceta Lete, Iñaki",Bilbo,Hospital Zornotza,1937-04-22,Muerto frente / Frontean hila
"Ibaibarriaga Aurre, Julia",Murueta,Gernika,1937-05-01,Bombardeo / Bonbardaketan hila
"Ibaizabal Goicoechea, Francisco",Eibar,Hospital Barakaldo,1937-05-09,Muerto frente / Frontean hila
"Ibañez Aldazabal, Jose",Barakaldo,Sollube,1937-05-17,Muerto frente / Frontean hila
"Ibañez Antolin, Juan",,,1937-05-16,Muerto frente / Frontean hila
"Ibañez Arbide, Luis",Bilbo,Hospital Civil,1937-06-14,Muerto frente / Frontean hila
"Ibañez Ariño, Jose Luis",Muskiz,Getxo,1936-10-21,Bombardeo / Bonbardaketan hila
"Ibañez Ayesa, Juan",Arrasate,Lemoa,1937-06-03,Muerto frente / Frontean hila
"Ibañez Azcoaga, Alvaro",Arrasate,Segre,,Muerto frente / Frontean hila
"Ibañez Azcoaga, Camilo",Gasteiz,Donostia,1936-07-22,Muerto frente / Frontean hila
"Ibañez Azcoaga, Pedro",Arrasate,Elgeta,1937-04-22,Muerto frente / Frontean hila
"Ibañez Baso, Francisco",,,1937-06-08,Muerto frente / Frontean hila
"Ibañez Berrido, Simon",,,1937-05-03,Muerto frente / Frontean hila
"Ibañez Caballero, Jaime",,,,Muerto frente / Frontean hila
"Ibañez Cobata, Pedro",Eibar,Bilbo,1938-03-11,Fusilado / Fusilatua
"Ibañez Cortazar, Severiano",Villaba,Legutio,1936-12-12,Muerto frente / Frontean hila
"Ibañez De Opacua Larzabal, Luis",Beasain,Beasain,1936-07-28,Fusilado / Fusilatua
"Ibañez Eguino, Maria Cruz",Agurain,Bilbo,1936-09-25,Bombardeo / Bonbardaketan hila
"Ibañez Ernaiz, Pedro",Sestao,Cantabrico,1937-03-05,Muerto frente / Frontean hila
"Ibañez Gomez, Teodoro",Bilbo,Hospital Zornotza,1936-12-29,Muerto frente / Frontean hila
"Ibañez Gonzalez, Mariano",Bilbo,Bilbo,1937-12-17,Fusilado / Fusilatua
"Ibañez Gorbea, Julian",,,,Muerto frente / Frontean hila
"Ibañez Hidalgo, Ricardo",Gasteiz,Gasteiz,1936-09-17,Fusilado / Fusilatua
"Ibañez Ipiñazar, Eduardo",Bilbo,,,Desaparecido / Desagertua
"Ibañez Larramendi, Generoso",Deba,Donostia,1938-06-25,Fusilado / Fusilatua
"Ibañez Orrantia, Francisco",San Salvador Del Valle,Legutio,1936-12-02,Muerto frente / Frontean hila
"Ibañez Resa, Angel",,Otxandio,1937-04-04,Muerto frente / Frontean hila
"Ibañez Sebastian, Jose",Erandio,,,Desaparecido / Desagertua
"Ibañez Tapia, Agustin",Donostia,Donostia,1936-11-09,Fusilado / Fusilatua
"Ibañez Torres, Jesus",Bilbo,Otxandio,1937-04-04,Muerto frente / Frontean hila
"Ibarbia Unzeta, Jose",Beasain,Santoña,1937-10-15,Fusilado / Fusilatua
"Ibarburu Balda, Eugenio",Donostia,,1936-09-17,Fusilado / Fusilatua
"Ibarguchi Lasa, Dionisio",,Bizkargi,1937-05-15,Muerto frente / Frontean hila
"Ibarguengoitia Igartua, Benedicta",Forua,Gernika,1937-04-26,Bombardeo / Bonbardaketan hila
"Ibarguengoitia Uribe, Juan",Muxika,Gernika,1937-04-26,Bombardeo / Bonbardaketan hila
"Ibarguengoitia Uribe, Rufino",Gernika,Gernika,1937-04-26,Bombardeo / Bonbardaketan hila
"Ibarguren Berrosteguieta, Miguel",Donostia,Kanpazar,1937-04-23,Muerto frente / Frontean hila
"Ibarlucea Mendizabal, Jose Antonio",Donostia,Donostia,1937-02-17,Fusilado / Fusilatua
"Ibarra Aldecoa, Jose Maria",Durango,Durango,1937-03-31,Bombardeo / Bonbardaketan hila
"Ibarra Aranceta, Antonio",Durango,Bilbo,1938-01-08,Fusilado / Fusilatua
"Ibarra Aranceta, Juan",Durango,Burgos,1939-08-03,Fusilado / Fusilatua
"Ibarra Bilbao, Andres",,Zornotza,1937-05-30,Muerto frente / Frontean hila
"Ibarra Ceballos, Rosaura",Bilbo,Bilbo,1937-04-18,Bombardeo / Bonbardaketan hila
"Ibarra Garcia, Alfredo",Zalla,Elorrio,1937-04-20,Muerto frente / Frontean hila
"Ibarra Iriondo, Tomas",Getxo,Markina,1937-04-29,Muerto frente / Frontean hila
"Ibarra Uribelanecoa, Bernardo",Zornotza,Markina,1937-04-29,Muerto frente / Frontean hila
"Ibarra, Gerardo",,Sollube,1937-05-10,Muerto frente / Frontean hila
"Ibarra, Jacinto",,Bizkargi,1937-05-17,Muerto frente / Frontean hila
"Ibarra, Santiago",,Bizkargi,1937-05-17,Muerto frente / Frontean hila
"Ibarralauna Aguirrebeitia, Lucio",Elorrio,,1937-04-20,Muerto frente / Frontean hila
"Ibarramia Aguirregoitia, Lucio",Elorrio,Hospital Civil,1937-04-22,Muerto frente / Frontean hila
"Ibarreta Mendiola, Teofila",Donostia,Donostia,1936-11-30,Fusilado / Fusilatua
"Ibarreta, Francisco",,Limpias,1937-06-25,Muerto frente / Frontean hila
"Ibarrola Colina, Angel",,Amurrio,1937-05-26,Muerto frente / Frontean hila
"Ibarrondo Eraña, Gregorio",Aramaio,Otxandio,1936-12-02,Muerto frente / Frontean hila
"Ibarrondo Garayalde, Domingo",Bilbo,Cestafe,1936-12-02,Muerto frente / Frontean hila
"Ibarrondo Gonzalez, Lorenzo",,,,Muerto frente / Frontean hila
"Ibarrondo, Rafael",Durango,Kanpazar,1936-10-04,Muerto frente / Frontean hila
"Ibars Ponzoda, Luis",Donostia,Otxandio,1937-04-21,Muerto frente / Frontean hila
"Ibarzabal Arrieta, Miguel",Markina,Hospital Basurto,1937-03-06,Muerto frente / Frontean hila
"Ibarzabal Bermejo, Jose",Logroño,Ubidea,1937-04-07,Muerto frente / Frontean hila
"Ibarzabal Colina, Angel",,Orduña,1937-05-28,Muerto frente / Frontean hila
"Ibarzabal Ibarzabal, Sabino",Portugalete,Zugastieta,1937-04-29,Muerto frente / Frontean hila
"Ibarzabal Jayo, Pedro",Basauri,Urkiola,1937-04-15,Muerto frente / Frontean hila
"Ibarzabal Susunaga, Daniel",Gernika,Gernika,1937-04-26,Bombardeo / Bonbardaketan hila
"Ibeas Cerda, Esteban",Bilbo,Abando,1937-06-23,Fusilado / Fusilatua
"Ibeas Ibeas, Dionisio",Bilbo,Otxandio,1937-04-04,Muerto frente / Frontean hila
"Ibeas Larios, Sandalio Pablo",Bilbo,Otxandio,1936-07-22,Muerto frente / Frontean hila
"Ibergallartu Sota, Higinio",,,,Muerto frente / Frontean hila
"Ibergarai Zuluaga, Domingo",Arminza,Cantabrico,1937-03-05,Muerto frente / Frontean hila
"Ibieta Albisua, Hilario",Erandio,Larrinaga,1939-10-28,Fusilado / Fusilatua
"Ibieta Albizua, Victoriano",Erandio,Amurrio,1937-05-26,Muerto frente / Frontean hila
"Ibiñaga Lahuerta, Ramon",Bilbo,Iruñea,1936-10-01,Fusilado / Fusilatua
"Ibiriguen Ugarte, Julio",,Morga,1937-05-12,Muerto frente / Frontean hila
"Ibisate Echevarria, Jose",Barakaldo,Asturias,1936-10-20,Muerto frente / Frontean hila
"Ibisate Ibañez, Angel",Donostia,Durango,1936-09-25,Muerto frente / Frontean hila
"Ibisate Martinez De Apellaniz, Emilio",Maeztu,San Cristobal,1938-05-22,Fusilado / Fusilatua
"Ibisate Martinez De Apellaniz, Manuel",Maeztu,Maeztu,,Fusilado / Fusilatua
"Icaza Tercilla, Enrique",,,,Muerto frente / Frontean hila
"Icazategui Chopeitia, Gervasio",,,,Muerto frente / Frontean hila
"Iceta Arrue, Juan Jose",Urnieta,Donostia,1936-10-20,Fusilado / Fusilatua
"Iciar Iriarte, Lucas",,,,Muerto frente / Frontean hila
"Icobalceta Amantegui, German",Mañaria,Otxandio,1937-04-02,Muerto frente / Frontean hila
"Idiaquez Arambarri, Manuel",Ondarroa,Ondarroa,1937-04-04,Otras circunstancias / Beste batzuk
"Idiaquez Egaña, Pedro",Durango,Mungia,1937-05-12,Muerto frente / Frontean hila
"Idigoras, Jose",Gatzaga,Hernani,1936-10-22,Fusilado / Fusilatua
"Idigoras, Santiago",,,1937-05-30,Muerto frente / Frontean hila
"Idoriaga Inchausti, Pascual",Kortezubi,Noja,1937-08-14,Muerto frente / Frontean hila
"Idoyaga Madariaga, Manuel",Forua,Gernika,1937-04-26,Bombardeo / Bonbardaketan hila
"Iduya Ocariz, Marcelino",Zigoitia,Murgia,1936-08-17,Fusilado / Fusilatua
"Igaño Muñoz, Francisco",,,1937-05-13,Muerto frente / Frontean hila
"Igareta Eguiguren, Miguel",Donostia,Asturias,1936-10-22,Muerto frente / Frontean hila
"Igartua Lastra, Jose",,,,Muerto frente / Frontean hila
"Igartua Lastra, Jose Luis",Beasain,Donostia,1936-08-10,Fusilado / Fusilatua
"Igartua Menchaka, Tomas",Bilbo,Hospital Civil,1937-05-06,Muerto frente / Frontean hila
"Igartua Polo, Isidro",Beasain,Beasain,1936-07-27,Muerto frente / Frontean hila
"Igartua Polo, Jose Luis",Beasain,,,Muerto frente / Frontean hila
"Igartua Polo, Jose Maria",Beasain,Mutiloa,,Fusilado / Fusilatua
"Igartua, Teodoro",,,1937-05-31,Muerto frente / Frontean hila
"Igarza Zubieta, Francisco",Ermua,Santoña,1938-01-08,Muerto prisión / Espetxean hila
"Igazabal Otegui, Ramon",Gabiria,Bizkargi,1937-05-21,Muerto frente / Frontean hila
"Iglesias Alonso, Jose Luis",Barakaldo,Sollube,1937-05-14,Muerto frente / Frontean hila
"Iglesias Ansaño, Luis",Donostia,Donostia,1940-07-27,Fusilado / Fusilatua
"Iglesias Campo, Eutiquio",Deustu,Ipistikarriaga,1937-04-20,Muerto frente / Frontean hila
"Iglesias Casas, Luis",,,,Muerto frente / Frontean hila
"Iglesias Diaz, Juan",Sestao,Asturias,1937-03-19,Muerto frente / Frontean hila
"Iglesias Dominguez, Santiago",,,1937-05-05,Muerto frente / Frontean hila
"Iglesias Elices, Jesus",Palencia,Eibar,1937-04-25,Muerto frente / Frontean hila
"Iglesias Escudero, Deogracias",Santurtzi,Etxaguen,1936-12-02,Muerto frente / Frontean hila
"Iglesias Fernandez, Francisco",,Amurrio,1937-05-27,Muerto frente / Frontean hila
"Iglesias Fernandez, Marina",Mutriku,Saturraran,1938-11-29,Muerto prisión / Espetxean hila
"Iglesias Fernandez, Ramon",Bilbo,Bilbo,1938-06-20,Fusilado / Fusilatua
"Iglesias Fernandez, Tomas",Sama De Langreo,Legutio,1936-12-02,Muerto frente / Frontean hila
"Iglesias Frias, Manuel",Barakaldo,Barazar,1937-04-07,Muerto frente / Frontean hila
"Iglesias Garcia, Angel",Bilbo,Asturias,1936-10-20,Muerto frente / Frontean hila
"Iglesias Garcia, Gerardo",,Las Nieves,1937-07-28,Muerto frente / Frontean hila
"Iglesias Iglesias, Julio",Errenteria,,1936-11-22,Fusilado / Fusilatua
"Iglesias Iturri, Antonio",Bermeo,Asturias,1937-02-21,Muerto frente / Frontean hila
"Iglesias Jauregui, Eduardo",,Santa Marina,1937-06-15,Muerto frente / Frontean hila
"Iglesias Jauregui, Felipe",Donostia,Irun,1936-09-04,Muerto frente / Frontean hila
"Iglesias Las Heras, Fabio",,,,Muerto frente / Frontean hila
"Iglesias Las Heras, Ignacio",,,,Muerto frente / Frontean hila
"Iglesias Llanes, Jose",Bilbo,Galera,1938-07-04,Fusilado / Fusilatua
"Iglesias Lopez, Ramon",Somorrostro,Asturias,1937-02-21,Muerto frente / Frontean hila
"Iglesias Lozano, Joaquin",Barakaldo,Mungia,1937-05-22,Muerto frente / Frontean hila
"Iglesias Molinero, Martina",Mutriku,Saturraran,1940-03-25,Muerto prisión / Espetxean hila
"Iglesias Ortiz, Constantino",Tolosa,Bera,1936-11-17,Fusilado / Fusilatua
"Iglesias Palacio, Jose",Karrantza,Durango,1937-04-25,Muerto frente / Frontean hila
"Iglesias Pastor, Santiago",Las Arenas,Araba,1937-04-12,Muerto frente / Frontean hila
"Iglesias Santos, Angel",Bilbo,Arrasate,1936-09-26,Muerto frente / Frontean hila
"Iglesias Vicente, Esteban",Barakaldo,Izuskitza,1936-10-08,Muerto frente / Frontean hila
"Iglesias, Luis",Bilbo,Banderas,1940-02-18,Fusilado / Fusilatua
"Ignoriza Sagarminaga, Manuel",Galdames,Donostia,1936-07-24,Muerto frente / Frontean hila
